GEO_ID,NAME,,P001001,,,,,,
id,Geographic Area Name,Zip Clean,Total,,,,,,Source
8710000US0694566,"ZCTA5 94566, California",94566,40884,,,,,,
8710000US0694567,"ZCTA5 94567, California",94567,623,,,,,,
8710000US0694568,"ZCTA5 94568, California",94568,46016,,,,,,
8710000US0694573,"ZCTA5 94573, California",94573,94,,,,,,
8710000US0694569,"ZCTA5 94569, California",94569,198,,,,,,
8710000US0694571,"ZCTA5 94571, California",94571,7911,,,,,,
8710000US0694572,"ZCTA5 94572, California",94572,8684,,,,,,
8710000US0694574,"ZCTA5 94574, California",94574,8742,,,,,,
8710000US0694575,"ZCTA5 94575, California",94575,974,,,,,,
8710000US0694576,"ZCTA5 94576, California",94576,164,,,,,,
8710000US0694577,"ZCTA5 94577, California",94577,45560,,,,,,
8710000US0694578,"ZCTA5 94578, California",94578,38558,,,,,,
8710000US0694579,"ZCTA5 94579, California",94579,20571,,,,,,
8710000US0694580,"ZCTA5 94580, California",94580,27152,,,,,,
8710000US0694582,"ZCTA5 94582, California",94582,38537,,,,,,
8710000US0694583,"ZCTA5 94583, California",94583,34859,,,,,,
8710000US0694585,"ZCTA5 94585, California",94585,28263,,,,,,
8710000US0694586,"ZCTA5 94586, California",94586,925,,,,,,
8710000US0694587,"ZCTA5 94587, California",94587,69516,,,,,,
8710000US0694588,"ZCTA5 94588, California",94588,30842,,,,,,
8710000US0694589,"ZCTA5 94589, California",94589,29876,,,,,,
8710000US0694590,"ZCTA5 94590, California",94590,35420,,,,,,
8710000US0694591,"ZCTA5 94591, California",94591,53042,,,,,,
8710000US0694592,"ZCTA5 94592, California",94592,742,,,,,,
8710000US0694595,"ZCTA5 94595, California",94595,16425,,,,,,
8710000US0694596,"ZCTA5 94596, California",94596,20037,,,,,,
8710000US0694597,"ZCTA5 94597, California",94597,20277,,,,,,
8710000US0694598,"ZCTA5 94598, California",94598,25818,,,,,,
8710000US0694599,"ZCTA5 94599, California",94599,3021,,,,,,
8710000US0694601,"ZCTA5 94601, California",94601,50294,,,,,,
8710000US0694602,"ZCTA5 94602, California",94602,28329,,,,,,
8710000US0694603,"ZCTA5 94603, California",94603,31403,,,,,,
8710000US0694605,"ZCTA5 94605, California",94605,39016,,,,,,
8710000US0694606,"ZCTA5 94606, California",94606,36672,,,,,,
8710000US0694607,"ZCTA5 94607, California",94607,24978,,,,,,
8710000US0694608,"ZCTA5 94608, California",94608,28019,,,,,,
8710000US0695251,"ZCTA5 95251, California",95251,767,,,,,,
8710000US0695252,"ZCTA5 95252, California",95252,13460,,,,,,
8710000US0695254,"ZCTA5 95254, California",95254,480,,,,,,
8710000US0695255,"ZCTA5 95255, California",95255,2042,,,,,,
8710000US0695257,"ZCTA5 95257, California",95257,413,,,,,,
8710000US0695258,"ZCTA5 95258, California",95258,4018,,,,,,
8710000US0695301,"ZCTA5 95301, California",95301,37073,,,,,,
8710000US0695303,"ZCTA5 95303, California",95303,912,,,,,,
8710000US0695304,"ZCTA5 95304, California",95304,15706,,,,,,
8710000US0695305,"ZCTA5 95305, California",95305,245,,,,,,
8710000US0695306,"ZCTA5 95306, California",95306,970,,,,,,
8710000US0695307,"ZCTA5 95307, California",95307,42753,,,,,,
8710000US0695310,"ZCTA5 95310, California",95310,1882,,,,,,
8710000US0695311,"ZCTA5 95311, California",95311,2197,,,,,,
8710000US0695312,"ZCTA5 95312, California",95312,268,,,,,,
8710000US0695316,"ZCTA5 95316, California",95316,6573,,,,,,
8710000US0695313,"ZCTA5 95313, California",95313,1386,,,,,,
8710000US0695314,"ZCTA5 95314, California",95314,0,,,,,,
8710000US0695315,"ZCTA5 95315, California",95315,13018,,,,,,
8710000US0695317,"ZCTA5 95317, California",95317,817,,,,,,
8710000US0695318,"ZCTA5 95318, California",95318,541,,,,,,
8710000US0695319,"ZCTA5 95319, California",95319,1749,,,,,,
8710000US0695320,"ZCTA5 95320, California",95320,12819,,,,,,
8710000US0695321,"ZCTA5 95321, California",95321,3736,,,,,,
8710000US0695322,"ZCTA5 95322, California",95322,8942,,,,,,
8710000US0695323,"ZCTA5 95323, California",95323,1260,,,,,,
8710000US0695324,"ZCTA5 95324, California",95324,7324,,,,,,
8710000US0695325,"ZCTA5 95325, California",95325,81,,,,,,
8710000US0695326,"ZCTA5 95326, California",95326,9581,,,,,,
8710000US0695327,"ZCTA5 95327, California",95327,9806,,,,,,
8710000US0695630,"ZCTA5 95630, California",95630,72180,,,,,,
8710000US0695631,"ZCTA5 95631, California",95631,6076,,,,,,
8710000US0695632,"ZCTA5 95632, California",95632,29269,,,,,,
8710000US0695634,"ZCTA5 95634, California",95634,3232,,,,,,
8710000US0695635,"ZCTA5 95635, California",95635,1262,,,,,,
8710000US0695636,"ZCTA5 95636, California",95636,1101,,,,,,
8710000US0695637,"ZCTA5 95637, California",95637,370,,,,,,
8710000US0695638,"ZCTA5 95638, California",95638,2255,,,,,,
8710000US0695639,"ZCTA5 95639, California",95639,283,,,,,,
8710000US0695640,"ZCTA5 95640, California",95640,11353,,,,,,
8710000US0695641,"ZCTA5 95641, California",95641,1986,,,,,,
8710000US0695642,"ZCTA5 95642, California",95642,7164,,,,,,
8710000US0695645,"ZCTA5 95645, California",95645,2037,,,,,,
8710000US0695646,"ZCTA5 95646, California",95646,158,,,,,,
8710000US0695648,"ZCTA5 95648, California",95648,47354,,,,,,
8710000US0695650,"ZCTA5 95650, California",95650,12447,,,,,,
8710000US0695651,"ZCTA5 95651, California",95651,637,,,,,,
8710000US0695652,"ZCTA5 95652, California",95652,739,,,,,,
8710000US0695653,"ZCTA5 95653, California",95653,527,,,,,,
8710000US0695655,"ZCTA5 95655, California",95655,4314,,,,,,
8710000US0695658,"ZCTA5 95658, California",95658,6285,,,,,,
8710000US0695659,"ZCTA5 95659, California",95659,702,,,,,,
8710000US0695660,"ZCTA5 95660, California",95660,30714,,,,,,
8710000US0695661,"ZCTA5 95661, California",95661,29791,,,,,,
8710000US0695662,"ZCTA5 95662, California",95662,31558,,,,,,
8710000US0695663,"ZCTA5 95663, California",95663,2377,,,,,,
8710000US0695664,"ZCTA5 95664, California",95664,1380,,,,,,
8710000US0695665,"ZCTA5 95665, California",95665,4426,,,,,,
8710000US0695666,"ZCTA5 95666, California",95666,5336,,,,,,
8710000US0695667,"ZCTA5 95667, California",95667,36726,,,,,,
8710000US0695668,"ZCTA5 95668, California",95668,815,,,,,,
8710000US0695669,"ZCTA5 95669, California",95669,2443,,,,,,
8710000US0695670,"ZCTA5 95670, California",95670,52973,,,,,,
8710000US0695672,"ZCTA5 95672, California",95672,4773,,,,,,
8710000US0695673,"ZCTA5 95673, California",95673,15455,,,,,,
8710000US0695674,"ZCTA5 95674, California",95674,935,,,,,,
8710000US0694609,"ZCTA5 94609, California",94609,20596,,,,,,
8710000US0694610,"ZCTA5 94610, California",94610,29287,,,,,,
8710000US0694611,"ZCTA5 94611, California",94611,36565,,,,,,
8710000US0694612,"ZCTA5 94612, California",94612,14389,,,,,,
8710000US0694613,"ZCTA5 94613, California",94613,715,,,,,,
8710000US0694618,"ZCTA5 94618, California",94618,16046,,,,,,
8710000US0694619,"ZCTA5 94619, California",94619,23299,,,,,,
8710000US0695328,"ZCTA5 95328, California",95328,3993,,,,,,
8710000US0695329,"ZCTA5 95329, California",95329,2460,,,,,,
8710000US0695330,"ZCTA5 95330, California",95330,17853,,,,,,
8710000US0695333,"ZCTA5 95333, California",95333,2942,,,,,,
8710000US0695334,"ZCTA5 95334, California",95334,15457,,,,,,
8710000US0695335,"ZCTA5 95335, California",95335,541,,,,,,
8710000US0695336,"ZCTA5 95336, California",95336,42675,,,,,,
8710000US0695337,"ZCTA5 95337, California",95337,31557,,,,,,
8710000US0695338,"ZCTA5 95338, California",95338,11062,,,,,,
8710000US0695340,"ZCTA5 95340, California",95340,33931,,,,,,
8710000US0695341,"ZCTA5 95341, California",95341,32967,,,,,,
8710000US0695345,"ZCTA5 95345, California",95345,708,,,,,,
8710000US0695346,"ZCTA5 95346, California",95346,1272,,,,,,
8710000US0695348,"ZCTA5 95348, California",95348,30805,,,,,,
8710000US0695350,"ZCTA5 95350, California",95350,51046,,,,,,
8710000US0695351,"ZCTA5 95351, California",95351,46458,,,,,,
8710000US0695354,"ZCTA5 95354, California",95354,25394,,,,,,
8710000US0695355,"ZCTA5 95355, California",95355,58311,,,,,,
8710000US0695356,"ZCTA5 95356, California",95356,30918,,,,,,
8710000US0695357,"ZCTA5 95357, California",95357,11559,,,,,,
8710000US0695358,"ZCTA5 95358, California",95358,31668,,,,,,
8710000US0695360,"ZCTA5 95360, California",95360,11712,,,,,,
8710000US0695361,"ZCTA5 95361, California",95361,31610,,,,,,
8710000US0695363,"ZCTA5 95363, California",95363,25237,,,,,,
8710000US0695364,"ZCTA5 95364, California",95364,53,,,,,,
8710000US0695365,"ZCTA5 95365, California",95365,4985,,,,,,
8710000US0695366,"ZCTA5 95366, California",95366,16575,,,,,,
8710000US0695367,"ZCTA5 95367, California",95367,23173,,,,,,
8710000US0695368,"ZCTA5 95368, California",95368,13614,,,,,,
8710000US0695369,"ZCTA5 95369, California",95369,1099,,,,,,
8710000US0695370,"ZCTA5 95370, California",95370,26803,,,,,,
8710000US0695372,"ZCTA5 95372, California",95372,1963,,,,,,
8710000US0695374,"ZCTA5 95374, California",95374,2030,,,,,,
8710000US0695375,"ZCTA5 95375, California",95375,106,,,,,,
8710000US0695376,"ZCTA5 95376, California",95376,49859,,,,,,
8710000US0695377,"ZCTA5 95377, California",95377,30902,,,,,,
8710000US0695379,"ZCTA5 95379, California",95379,3898,,,,,,
8710000US0695380,"ZCTA5 95380, California",95380,41201,,,,,,
8710000US0695382,"ZCTA5 95382, California",95382,36176,,,,,,
8710000US0695383,"ZCTA5 95383, California",95383,3937,,,,,,
8710000US0695385,"ZCTA5 95385, California",95385,429,,,,,,
8710000US0695386,"ZCTA5 95386, California",95386,9877,,,,,,
8710000US0695387,"ZCTA5 95387, California",95387,636,,,,,,
8710000US0695388,"ZCTA5 95388, California",95388,13074,,,,,,
8710000US0695389,"ZCTA5 95389, California",95389,1272,,,,,,
8710000US0695391,"ZCTA5 95391, California",95391,9959,,,,,,
8710000US0695401,"ZCTA5 95401, California",95401,36981,,,,,,
8710000US0695403,"ZCTA5 95403, California",95403,45164,,,,,,
8710000US0695404,"ZCTA5 95404, California",95404,39761,,,,,,
8710000US0695405,"ZCTA5 95405, California",95405,21399,,,,,,
8710000US0695407,"ZCTA5 95407, California",95407,39352,,,,,,
8710000US0695409,"ZCTA5 95409, California",95409,27187,,,,,,
8710000US0695410,"ZCTA5 95410, California",95410,950,,,,,,
8710000US0695412,"ZCTA5 95412, California",95412,401,,,,,,
8710000US0695415,"ZCTA5 95415, California",95415,1592,,,,,,
8710000US0695417,"ZCTA5 95417, California",95417,297,,,,,,
8710000US0695420,"ZCTA5 95420, California",95420,374,,,,,,
8710000US0695421,"ZCTA5 95421, California",95421,1592,,,,,,
8710000US0695422,"ZCTA5 95422, California",95422,15585,,,,,,
8710000US0695675,"ZCTA5 95675, California",95675,381,,,,,,
8710000US0695677,"ZCTA5 95677, California",95677,23333,,,,,,
8710000US0695678,"ZCTA5 95678, California",95678,41192,,,,,,
8710000US0695679,"ZCTA5 95679, California",95679,55,,,,,,
8710000US0695680,"ZCTA5 95680, California",95680,146,,,,,,
8710000US0695681,"ZCTA5 95681, California",95681,1226,,,,,,
8710000US0695682,"ZCTA5 95682, California",95682,29114,,,,,,
8710000US0695683,"ZCTA5 95683, California",95683,6180,,,,,,
8710000US0695684,"ZCTA5 95684, California",95684,3422,,,,,,
8710000US0695685,"ZCTA5 95685, California",95685,4680,,,,,,
8710000US0695686,"ZCTA5 95686, California",95686,1405,,,,,,
8710000US0695687,"ZCTA5 95687, California",95687,65096,,,,,,
8710000US0695688,"ZCTA5 95688, California",95688,34379,,,,,,
8710000US0695689,"ZCTA5 95689, California",95689,1244,,,,,,
8710000US0695690,"ZCTA5 95690, California",95690,2533,,,,,,
8710000US0695691,"ZCTA5 95691, California",95691,34737,,,,,,
8710000US0695692,"ZCTA5 95692, California",95692,4769,,,,,,
8710000US0695693,"ZCTA5 95693, California",95693,6758,,,,,,
8710000US0695694,"ZCTA5 95694, California",95694,9156,,,,,,
8710000US0695695,"ZCTA5 95695, California",95695,37946,,,,,,
8710000US0695697,"ZCTA5 95697, California",95697,425,,,,,,
8710000US0695698,"ZCTA5 95698, California",95698,236,,,,,,
8710000US0695699,"ZCTA5 95699, California",95699,154,,,,,,
8710000US0695701,"ZCTA5 95701, California",95701,983,,,,,,
8710000US0695703,"ZCTA5 95703, California",95703,897,,,,,,
8710000US0695709,"ZCTA5 95709, California",95709,4772,,,,,,
8710000US0695423,"ZCTA5 95423, California",95423,3747,,,,,,
8710000US0695425,"ZCTA5 95425, California",95425,10841,,,,,,
8710000US0695925,"ZCTA5 95925, California",95925,295,,,,,,
8710000US0695926,"ZCTA5 95926, California",95926,37725,,,,,,
8710000US0695928,"ZCTA5 95928, California",95928,36511,,,,,,
8710000US0695930,"ZCTA5 95930, California",95930,69,,,,,,
8710000US0695932,"ZCTA5 95932, California",95932,7718,,,,,,
8710000US0695934,"ZCTA5 95934, California",95934,274,,,,,,
8710000US0695935,"ZCTA5 95935, California",95935,631,,,,,,
8710000US0695936,"ZCTA5 95936, California",95936,352,,,,,,
8710000US0695937,"ZCTA5 95937, California",95937,1491,,,,,,
8710000US0695938,"ZCTA5 95938, California",95938,3787,,,,,,
8710000US0695939,"ZCTA5 95939, California",95939,604,,,,,,
8710000US0695941,"ZCTA5 95941, California",95941,563,,,,,,
8710000US0695942,"ZCTA5 95942, California",95942,1301,,,,,,
8710000US0695943,"ZCTA5 95943, California",95943,879,,,,,,
8710000US0695944,"ZCTA5 95944, California",95944,46,,,,,,
8710000US0695945,"ZCTA5 95945, California",95945,25199,,,,,,
8710000US0695946,"ZCTA5 95946, California",95946,9790,,,,,,
8710000US0695947,"ZCTA5 95947, California",95947,1899,,,,,,
8710000US0695948,"ZCTA5 95948, California",95948,10810,,,,,,
8710000US0695949,"ZCTA5 95949, California",95949,19741,,,,,,
8710000US0695950,"ZCTA5 95950, California",95950,569,,,,,,
8710000US0695951,"ZCTA5 95951, California",95951,2601,,,,,,
8710000US0695953,"ZCTA5 95953, California",95953,10718,,,,,,
8710000US0695954,"ZCTA5 95954, California",95954,12251,,,,,,
8710000US0695955,"ZCTA5 95955, California",95955,1517,,,,,,
8710000US0695956,"ZCTA5 95956, California",95956,401,,,,,,
8710000US0695957,"ZCTA5 95957, California",95957,761,,,,,,
8710000US0695959,"ZCTA5 95959, California",95959,17838,,,,,,
8710000US0695960,"ZCTA5 95960, California",95960,796,,,,,,
8710000US0695961,"ZCTA5 95961, California",95961,26510,,,,,,
8710000US0695962,"ZCTA5 95962, California",95962,1567,,,,,,
8710000US0695963,"ZCTA5 95963, California",95963,15493,,,,,,
8710000US0695965,"ZCTA5 95965, California",95965,20384,,,,,,
8710000US0695966,"ZCTA5 95966, California",95966,30643,,,,,,
8710000US0695968,"ZCTA5 95968, California",95968,1412,,,,,,
8710000US0695969,"ZCTA5 95969, California",95969,27549,,,,,,
8710000US0695974,"ZCTA5 95974, California",95974,8,,,,,,
8710000US0695970,"ZCTA5 95970, California",95970,530,,,,,,
8710000US0695971,"ZCTA5 95971, California",95971,5970,,,,,,
8710000US0695973,"ZCTA5 95973, California",95973,31957,,,,,,
8710000US0695975,"ZCTA5 95975, California",95975,1769,,,,,,
8710000US0695977,"ZCTA5 95977, California",95977,1678,,,,,,
8710000US0695978,"ZCTA5 95978, California",95978,143,,,,,,
8710000US0695979,"ZCTA5 95979, California",95979,597,,,,,,
8710000US0695981,"ZCTA5 95981, California",95981,97,,,,,,
8710000US0695982,"ZCTA5 95982, California",95982,3221,,,,,,
8710000US0695983,"ZCTA5 95983, California",95983,428,,,,,,
8710000US0695984,"ZCTA5 95984, California",95984,120,,,,,,
8710000US0695986,"ZCTA5 95986, California",95986,162,,,,,,
8710000US0695987,"ZCTA5 95987, California",95987,5992,,,,,,
8710000US0695988,"ZCTA5 95988, California",95988,8857,,,,,,
8710000US0695991,"ZCTA5 95991, California",95991,40593,,,,,,
8710000US0695993,"ZCTA5 95993, California",95993,36067,,,,,,
8710000US0696001,"ZCTA5 96001, California",96001,33865,,,,,,
8710000US0696002,"ZCTA5 96002, California",96002,33298,,,,,,
8710000US0696003,"ZCTA5 96003, California",96003,44461,,,,,,
8710000US0696006,"ZCTA5 96006, California",96006,557,,,,,,
8710000US0696007,"ZCTA5 96007, California",96007,22841,,,,,,
8710000US0696008,"ZCTA5 96008, California",96008,1231,,,,,,
8710000US0696009,"ZCTA5 96009, California",96009,569,,,,,,
8710000US0696010,"ZCTA5 96010, California",96010,239,,,,,,
8710000US0695713,"ZCTA5 95713, California",95713,9495,,,,,,
8710000US0695714,"ZCTA5 95714, California",95714,382,,,,,,
8710000US0695715,"ZCTA5 95715, California",95715,115,,,,,,
8710000US0695717,"ZCTA5 95717, California",95717,231,,,,,,
8710000US0695720,"ZCTA5 95720, California",95720,157,,,,,,
8710000US0695721,"ZCTA5 95721, California",95721,37,,,,,,
8710000US0695722,"ZCTA5 95722, California",95722,4585,,,,,,
8710000US0695724,"ZCTA5 95724, California",95724,27,,,,,,
8710000US0695726,"ZCTA5 95726, California",95726,8842,,,,,,
8710000US0695728,"ZCTA5 95728, California",95728,386,,,,,,
8710000US0695735,"ZCTA5 95735, California",95735,68,,,,,,
8710000US0695736,"ZCTA5 95736, California",95736,240,,,,,,
8710000US0695742,"ZCTA5 95742, California",95742,7749,,,,,,
8710000US0695746,"ZCTA5 95746, California",95746,21460,,,,,,
8710000US0695747,"ZCTA5 95747, California",95747,51870,,,,,,
8710000US0695757,"ZCTA5 95757, California",95757,40222,,,,,,
8710000US0695758,"ZCTA5 95758, California",95758,60435,,,,,,
8710000US0695762,"ZCTA5 95762, California",95762,38797,,,,,,
8710000US0695765,"ZCTA5 95765, California",95765,33974,,,,,,
8710000US0695776,"ZCTA5 95776, California",95776,21902,,,,,,
8710000US0695811,"ZCTA5 95811, California",95811,7595,,,,,,
8710000US0695814,"ZCTA5 95814, California",95814,9922,,,,,,
8710000US0695815,"ZCTA5 95815, California",95815,24680,,,,,,
8710000US0695816,"ZCTA5 95816, California",95816,15579,,,,,,
8710000US0695817,"ZCTA5 95817, California",95817,13534,,,,,,
8710000US0695818,"ZCTA5 95818, California",95818,19811,,,,,,
8710000US0695819,"ZCTA5 95819, California",95819,17141,,,,,,
8710000US0695820,"ZCTA5 95820, California",95820,34480,,,,,,
8710000US0695824,"ZCTA5 95824, California",95824,30221,,,,,,
8710000US0695821,"ZCTA5 95821, California",95821,33550,,,,,,
8710000US0695822,"ZCTA5 95822, California",95822,42347,,,,,,
8710000US0695823,"ZCTA5 95823, California",95823,73985,,,,,,
8710000US0695825,"ZCTA5 95825, California",95825,31084,,,,,,
8710000US0695826,"ZCTA5 95826, California",95826,36628,,,,,,
8710000US0695827,"ZCTA5 95827, California",95827,20269,,,,,,
8710000US0695828,"ZCTA5 95828, California",95828,57862,,,,,,
8710000US0695829,"ZCTA5 95829, California",95829,24755,,,,,,
8710000US0695830,"ZCTA5 95830, California",95830,934,,,,,,
8710000US0695831,"ZCTA5 95831, California",95831,41321,,,,,,
8710000US0695832,"ZCTA5 95832, California",95832,11924,,,,,,
8710000US0695833,"ZCTA5 95833, California",95833,37293,,,,,,
8710000US0695834,"ZCTA5 95834, California",95834,25899,,,,,,
8710000US0695835,"ZCTA5 95835, California",95835,35936,,,,,,
8710000US0695837,"ZCTA5 95837, California",95837,315,,,,,,
8710000US0695838,"ZCTA5 95838, California",95838,36764,,,,,,
8710000US0695841,"ZCTA5 95841, California",95841,19448,,,,,,
8710000US0695842,"ZCTA5 95842, California",95842,31806,,,,,,
8710000US0695843,"ZCTA5 95843, California",95843,45048,,,,,,
8710000US0695864,"ZCTA5 95864, California",95864,22447,,,,,,
8710000US0695901,"ZCTA5 95901, California",95901,31314,,,,,,
8710000US0695903,"ZCTA5 95903, California",95903,1732,,,,,,
8710000US0695910,"ZCTA5 95910, California",95910,86,,,,,,
8710000US0695912,"ZCTA5 95912, California",95912,4685,,,,,,
8710000US0695914,"ZCTA5 95914, California",95914,578,,,,,,
8710000US0695915,"ZCTA5 95915, California",95915,44,,,,,,
8710000US0695916,"ZCTA5 95916, California",95916,1441,,,,,,
8710000US0695917,"ZCTA5 95917, California",95917,3155,,,,,,
8710000US0695918,"ZCTA5 95918, California",95918,2339,,,,,,
8710000US0695919,"ZCTA5 95919, California",95919,1378,,,,,,
8710000US0695920,"ZCTA5 95920, California",95920,274,,,,,,
8710000US0695922,"ZCTA5 95922, California",95922,687,,,,,,
8710000US0695923,"ZCTA5 95923, California",95923,58,,,,,,
8710000US0691007,"ZCTA5 91007, California",91007,34095,,,,,,
8710000US0691008,"ZCTA5 91008, California",91008,1391,,,,,,
8710000US0691010,"ZCTA5 91010, California",91010,26074,,,,,,
8710000US0691011,"ZCTA5 91011, California",91011,20280,,,,,,
8710000US0691016,"ZCTA5 91016, California",91016,40598,,,,,,
8710000US0691020,"ZCTA5 91020, California",91020,8415,,,,,,
8710000US0691024,"ZCTA5 91024, California",91024,10917,,,,,,
8710000US0691030,"ZCTA5 91030, California",91030,25616,,,,,,
8710000US0691040,"ZCTA5 91040, California",91040,20372,,,,,,
8710000US0691103,"ZCTA5 91103, California",91103,27480,,,,,,
8710000US0691042,"ZCTA5 91042, California",91042,27585,,,,,,
8710000US0691046,"ZCTA5 91046, California",91046,156,,,,,,
8710000US0691101,"ZCTA5 91101, California",91101,20460,,,,,,
8710000US0691104,"ZCTA5 91104, California",91104,36751,,,,,,
8710000US0691105,"ZCTA5 91105, California",91105,11254,,,,,,
8710000US0691106,"ZCTA5 91106, California",91106,24229,,,,,,
8710000US0691107,"ZCTA5 91107, California",91107,32940,,,,,,
8710000US0691108,"ZCTA5 91108, California",91108,13361,,,,,,
8710000US0691201,"ZCTA5 91201, California",91201,22781,,,,,,
8710000US0691202,"ZCTA5 91202, California",91202,22830,,,,,,
8710000US0691206,"ZCTA5 91206, California",91206,33065,,,,,,
8710000US0691203,"ZCTA5 91203, California",91203,13220,,,,,,
8710000US0691204,"ZCTA5 91204, California",91204,16032,,,,,,
8710000US0691205,"ZCTA5 91205, California",91205,37810,,,,,,
8710000US0691207,"ZCTA5 91207, California",91207,10506,,,,,,
8710000US0691208,"ZCTA5 91208, California",91208,16245,,,,,,
8710000US0691210,"ZCTA5 91210, California",91210,328,,,,,,
8710000US0691214,"ZCTA5 91214, California",91214,30356,,,,,,
8710000US0691304,"ZCTA5 91304, California",91304,50231,,,,,,
8710000US0691301,"ZCTA5 91301, California",91301,25488,,,,,,
8710000US0691302,"ZCTA5 91302, California",91302,25709,,,,,,
8710000US0691303,"ZCTA5 91303, California",91303,26855,,,,,,
8710000US0691306,"ZCTA5 91306, California",91306,45061,,,,,,
8710000US0691307,"ZCTA5 91307, California",91307,24474,,,,,,
8710000US0691311,"ZCTA5 91311, California",91311,36557,,,,,,
8710000US0691316,"ZCTA5 91316, California",91316,26898,,,,,,
8710000US0691320,"ZCTA5 91320, California",91320,44274,,,,,,
8710000US0691321,"ZCTA5 91321, California",91321,34882,,,,,,
8710000US0691324,"ZCTA5 91324, California",91324,27669,,,,,,
8710000US0691325,"ZCTA5 91325, California",91325,32417,,,,,,
8710000US0691326,"ZCTA5 91326, California",91326,33708,,,,,,
8710000US0691330,"ZCTA5 91330, California",91330,2702,,,,,,
8710000US0691331,"ZCTA5 91331, California",91331,103689,,,,,,
8710000US0691335,"ZCTA5 91335, California",91335,74363,,,,,,
8710000US0691340,"ZCTA5 91340, California",91340,34188,,,,,,
8710000US0691342,"ZCTA5 91342, California",91342,91725,,,,,,
8710000US0691343,"ZCTA5 91343, California",91343,60254,,,,,,
8710000US0691344,"ZCTA5 91344, California",91344,51747,,,,,,
8710000US0691345,"ZCTA5 91345, California",91345,18496,,,,,,
8710000US0691350,"ZCTA5 91350, California",91350,33348,,,,,,
8710000US0691351,"ZCTA5 91351, California",91351,32362,,,,,,
8710000US0691352,"ZCTA5 91352, California",91352,47807,,,,,,
8710000US0695452,"ZCTA5 95452, California",95452,1393,,,,,,
8710000US0695453,"ZCTA5 95453, California",95453,11256,,,,,,
8710000US0695454,"ZCTA5 95454, California",95454,2556,,,,,,
8710000US0695456,"ZCTA5 95456, California",95456,795,,,,,,
8710000US0695457,"ZCTA5 95457, California",95457,2893,,,,,,
8710000US0695458,"ZCTA5 95458, California",95458,3104,,,,,,
8710000US0695459,"ZCTA5 95459, California",95459,504,,,,,,
8710000US0695460,"ZCTA5 95460, California",95460,2285,,,,,,
8710000US0695461,"ZCTA5 95461, California",95461,3413,,,,,,
8710000US0695462,"ZCTA5 95462, California",95462,1417,,,,,,
8710000US0695463,"ZCTA5 95463, California",95463,169,,,,,,
8710000US0695464,"ZCTA5 95464, California",95464,2673,,,,,,
8710000US0695465,"ZCTA5 95465, California",95465,2083,,,,,,
8710000US0695466,"ZCTA5 95466, California",95466,946,,,,,,
8710000US0695467,"ZCTA5 95467, California",95467,5498,,,,,,
8710000US0695468,"ZCTA5 95468, California",95468,1258,,,,,,
8710000US0695469,"ZCTA5 95469, California",95469,1767,,,,,,
8710000US0695470,"ZCTA5 95470, California",95470,6032,,,,,,
8710000US0695471,"ZCTA5 95471, California",95471,522,,,,,,
8710000US0695472,"ZCTA5 95472, California",95472,28255,,,,,,
8710000US0695476,"ZCTA5 95476, California",95476,35394,,,,,,
8710000US0695482,"ZCTA5 95482, California",95482,31808,,,,,,
8710000US0695485,"ZCTA5 95485, California",95485,2557,,,,,,
8710000US0695486,"ZCTA5 95486, California",95486,62,,,,,,
8710000US0695488,"ZCTA5 95488, California",95488,280,,,,,,
8710000US0695494,"ZCTA5 95494, California",95494,139,,,,,,
8710000US0695490,"ZCTA5 95490, California",95490,13264,,,,,,
8710000US0695492,"ZCTA5 95492, California",95492,28532,,,,,,
8710000US0695493,"ZCTA5 95493, California",95493,198,,,,,,
8710000US0695497,"ZCTA5 95497, California",95497,1305,,,,,,
8710000US0695501,"ZCTA5 95501, California",95501,23976,,,,,,
8710000US0695503,"ZCTA5 95503, California",95503,24152,,,,,,
8710000US0695511,"ZCTA5 95511, California",95511,360,,,,,,
8710000US0695514,"ZCTA5 95514, California",95514,254,,,,,,
8710000US0695519,"ZCTA5 95519, California",95519,17432,,,,,,
8710000US0695521,"ZCTA5 95521, California",95521,20199,,,,,,
8710000US0695524,"ZCTA5 95524, California",95524,1787,,,,,,
8710000US0695525,"ZCTA5 95525, California",95525,1733,,,,,,
8710000US0695526,"ZCTA5 95526, California",95526,378,,,,,,
8710000US0695527,"ZCTA5 95527, California",95527,627,,,,,,
8710000US0696014,"ZCTA5 96014, California",96014,211,,,,,,
8710000US0696015,"ZCTA5 96015, California",96015,465,,,,,,
8710000US0696011,"ZCTA5 96011, California",96011,218,,,,,,
8710000US0696013,"ZCTA5 96013, California",96013,4212,,,,,,
8710000US0696016,"ZCTA5 96016, California",96016,366,,,,,,
8710000US0696017,"ZCTA5 96017, California",96017,171,,,,,,
8710000US0696019,"ZCTA5 96019, California",96019,10082,,,,,,
8710000US0696020,"ZCTA5 96020, California",96020,2416,,,,,,
8710000US0696021,"ZCTA5 96021, California",96021,16097,,,,,,
8710000US0696022,"ZCTA5 96022, California",96022,15768,,,,,,
8710000US0696023,"ZCTA5 96023, California",96023,1240,,,,,,
8710000US0696024,"ZCTA5 96024, California",96024,1145,,,,,,
8710000US0696025,"ZCTA5 96025, California",96025,2310,,,,,,
8710000US0696027,"ZCTA5 96027, California",96027,2227,,,,,,
